surédifier,
surélever,v
sûrement,adv
surenchère,n
surenchérir,v
suréquipement (page does not exist),
surestimation,n
surestimer,v
Sûreté,proper
sûreté,n
Sûreté du Québec,proper
sûreté du typage (page does not exist),
surévalué,
surévaluer,
surexciter,v
surexploiter,v
surexposé,
surexposer,v
surf,
surf des neiges,
surface,n
surface conique (page does not exist),
surface de réparation,
surface de Riemann (page does not exist),
surfaire (page does not exist),
surfait,
surfaix,
surfemme (page does not exist),
surfer,v
surfeur,n
surfeur des neiges (page does not exist),
surfeuse,
surgelé,adj
surgeler,v
surgeon,n
surgir,
surhomme,n
suricate,n
surimi,n
surin,n
Surinam,
Surinamais,n
surinamais,adj
Suriname,
surinamien (page does not exist),
suriner,v
surintendant,
surinvestir,v
surinvestissement,n
surjection,n
surjouer,v
surlendemain,n
surligner,
surligneur,n
surmenage,
surmené,
surmener,v
surmiser,v
surmoi,n
surmontable,adj
surmonter,v
surmortalité,n
surmotiver,v
surmulot,n
surnager,v
surnatalité,n
surnaturel,adj
surnaturelle,
surnom,n
surnommer,v
surnuméraire,
surpasser,v
surpeuplé,
surpeuplement,n
surpeupler,v
surplace,n
surplis,n
surplomb,n
surplombement (page does not exist),
surplomber,v
surplus,n
surpoids,n
surpopulation,n
surprenant,adj
surprendre,v
surpris,adj
surprise,n
surprise-partie,n
surproduction,n
surproduire,v
surréalisme,n
surréaliste,adj
surrénal,adj
surréservation,n
sursaut,n
sursaut solaire (page does not exist),
sursauter,v
surseoir,v
sursis,n
surtaxer,v
surtemps (page does not exist),
surtitre,n
surtitrer,v
surtout,adv n
surutilisation,n
surutiliser,v
surveillance,
surveiller,v
survenir,v
survenue,n
survêtement,n
survêtir,v
survie,n
survie du plus apte (page does not exist),
survivant,n
survivante,
survivre,v
survol,n
survoler,v
survoltage (page does not exist),
survolté,adj
survolter,v
sus,adv
susceptible,adj
suscité,
susciter,v
susdit,adj
sushi,
susmentionné,
susnommé,
suspect,adj n
suspendre,v
suspendu,adj
suspendue,
suspens,adj
suspense,n
suspension,
suspension à la Cardan (page does not exist),
suspensoir,n
suspicion,
susurrer,v
suture,n
Suzanne,proper
suzerain,
un sur deux (page does not exist),
une sur deux (page does not exist),
Svalbard,
svastika,n
svelte,
S.V.P.,
svp,abbr
SVP,init
swahili,n adj
swaption,
swati,n
swazi,adj
Swazi,n
Swaziland,
sweat,n
sweat-shirt,n
sweater,
sweatshirt,
swing,
swinguer,v
switch,
s'y,contraction
s'y casser les dents,v
s'y prendre (page does not exist),
sybarite,adj n
sybaritisme,
sycophante,n
Sydney,proper
Syldavie (page does not exist),
syllabe,n
syllepse,n
syllogiser,
syllogisme,n
syllogistique,
sylphe,n
sylphide,
Sylvain,proper
sylvain (page does not exist),
Sylvaine,proper
sylve,n
sylvestre,
Sylvestre,
Sylvia,proper
Sylviane,proper
sylviculture,n
Sylvie,proper
sym-,prefix
symbiose,n
symbiotique,adj
symbole,n
Symbole de Nicée (page does not exist),
symbolique,adj
symboliquement,adv
symboliser,v
symbolisme,
symbologie (page does not exist),
symétrie,n
symétrique,adj
sympa,adj
sympathie,n
sympathique,adj
sympathiquement,adv
sympathisant,n
sympathiser,v
symphonie,n
symphonique,adj
symphoniste,n
symposium,n
symptomatique,adj
symptôme,n
synagogue,n
synapse,n
synaptique,
synapture (page does not exist),
synchrone,adj
synchronicité,n
synchronique,
synchronisable,adj
synchronisation,n
synchronisé,
synchroniser,v
synchrotron,n
syncope,n
syncoper,v
syndic,n
syndical,adj
syndicaliser,
syndicalisme,n
syndicaliste,adj n
syndicat,n
syndicat de métier (page does not exist),
syndicat d'entreprise (page does not exist),
syndicat d'industrie (page does not exist),
syndicat d'initiative,n
syndiqué,adj n
syndiquer,v
syndrome,n
syndrome d'Asperger,n
syndrome de Down,n
syndrome de Guillain-Barré (page does not exist),
syndrome de la Tourette (page does not exist),
syndrome de Paris,
syndrome de Peter Pan (page does not exist),
syndrome des achats compulsifs (page does not exist),
syndrome de Stein-Levanthal,n
syndrome de Stockholm (page does not exist),
syndrome d'immunodéficience acquise,n
syndrome du canal carpien (page does not exist),
syndrome du cri du chat,n
syndrome prémenstruel,n
syndrome respiratoire aigu sévère (page does not exist),
synecdoque,n
synergie,n
synesthésie,n
synodal,adj
synode,n
synœcisme (page does not exist),
synonyme,adj n
synonymie,
synonymique,
synopsis,n
synoptique,adj
synovie,n
syntacticien,n
syntacticienne,
syntagme,n
syntagmique,adj
syntaxe,n
syntaxique,adj
syntaxiquement,adv
synthèse,n
synthétique,adj
synthétiser,v
synthétiseur,n
syntone,
syphiligraphie,n
syphilographie,n
Syracuse,
syrah,
syriaque,n adj
syriaque classique,n
Syrie,proper
Syrien,n
syrien,adj
Syrienne,
Syrte,proper
system,n
systématique,adj
systématiquement,adv
systématiser,v
système,n
systeme babillard electronique (page does not exist),
système cellulaire (page does not exist),
système D,
système de coordonnées (page does not exist),
système de freinage antiblocage,n
système de guidage,n
système de numération (page does not exist),
système de positionnement par satellites (page does not exist),
système de traction asservie,n
système d'exploitation,n
système d’exploitation,
système digestif (page does not exist),
système d'information géographique (page does not exist),
système électoral (page does not exist),
Système hérité (page does not exist),
système immunitaire,n
système lymphatique,n
système nerveux,n
système nerveux autonome (page does not exist),
système nerveux central (page does not exist),
système nerveux entérique (page does not exist),
système nerveux extrapyramidal (page does not exist),
système nerveux ortho-sympathique (page does not exist),
système nerveux orthosympathique (page does not exist),
système nerveux parasympathique (page does not exist),
système nerveux périphérique (page does not exist),
système nerveux pyramidal (page does not exist),
système nerveux sympathique (page does not exist),
système planétaire,
système reproducteur (page does not exist),
système respiratoire (page does not exist),
système solaire,n
systémique,adj
systole,n
systolique,adj
systyle,n adj
syzygie,n
t,prefix
t',pronoun
t+ (page does not exist),
T.-N.,abbr
T. N. O. (page does not exist),
ta,adj
ta gueule,int
ta mère,int
t.a.b.,abbr
tabac,n adj
tabac à priser (page does not exist),
tabac à rouler (page does not exist),
tabac-presse (page does not exist),
tabacole (page does not exist),
tabacologie,
tabacologue (page does not exist),
tabacomanie,
tabaculteur,
tabaculture (page does not exist),
tabagie,n
tabagique,adj
tabagisme,n
tabagisme passif (page does not exist),
tabagiste,
tabarnak,int
tabassage,
tabassée,
tabasser,v
tabatier (page does not exist),
tabatière,n
tabbasser (page does not exist),
tabby,
tabellaire,adj
tabernacle,n
tablature,
Table,proper
table,n
table à repasser,n
table basse (page does not exist),
table d'association (page does not exist),
table de lancement (page does not exist),
table de multiplication,n
table de routage (page does not exist),
table de salon (page does not exist),
table des matières,n
table de vérité (page does not exist),
table gigogne (page does not exist),
table ronde,n
tableau,n
tableau associatif (page does not exist),
tableau blanc (page does not exist),
tableau de bord,n
tableau noir,
tableau périodique,n
tableau vivant,
tabler,v
tablette,n
tablette de cheminée (page does not exist),
tableur,
tablier,n
tabloïd,adj n
tabloïde (page does not exist),
tabou,adj n
taboue,
taboule,
taboulé,n
taboune,n
tabouret,n
tabouret-bar (page does not exist),
tabulaire,adj
tabulation,n
tabulatrice,n
tachdîd (page does not exist),
tache,n
taché,adj
tâche,n
tache aveugle (page does not exist),
tâche de fond (page does not exist),
tache de naissance,n
tache de rousseur,n
tache de vin,n
tache solaire,n
tacher,v
tâcher,v
tâches administratives (page does not exist),
tacheté,adj
tacheter,v
tacheture (page does not exist),
Tachkent,proper
tachygraphie (page does not exist),
tachyon,n
tachyonique,adj
Tacite,proper
tacite,adj
tacitement,adv
taciturne,
tacle,n
tacler,v
tacot,
tact,
tacticien,n
tactile,adj
tactique,n adj
tactiquement,adv
tadjik,n adj
Tadjik,
Tadjikistan,proper
tadorne,n
taekwondo,
taf,n
taffe,n
taffer,
tagal,
tagalog,n
Tage,proper
tagger,v
tagine,n
tagliatelle,
tagmémique,adj
tagueur,
tai chi,
taie,
taïga,n
taikonaute (page does not exist),
taillader,v
taille,n
taillé,adj
taille-crayon,n
taille de guêpe,n
taille d'oreiller (page does not exist),
taille-douce,n
taillé en pièces (page does not exist),
tailler,v
tailler une bavette (page does not exist),
tailler une pipe,
tailleur,n
tailleur de pierre (page does not exist),
tailleuse (page does not exist),
taillis,n
tailloir,n
Taïmyr (page does not exist),
tain,n
Taino,proper
tainpe,n
taïpan du desert,n
Taipeh,proper
Taipei,
taire,v
tais,v
tais-toi,
taiseux,adj
taisez-vous,
Taiwan,
Taïwan,proper
taïwanais,adj n
Taïwanais,n
Taïwanaise,n
tajine,n
taka,
takbîr (page does not exist),
talapoin,
talent,n
talentueux,adj
taler,n v
talève sultane (page does not exist),
taliban,adj
Taliban,
talibanesque (page does not exist),
talisman,
talkie-walkie,n
Tallin,
Tallinn,proper
talmellier,n
talmud,n
Talmud,
talmudique,adj
taloche,n
talon,n
talon aiguille,n
talon d'Achille (page does not exist),
talonnade,n
talonner,v
talonneur,n
talonneuse (page does not exist),
talons,
talons hauts (page does not exist),
talure (page does not exist),
talus,n
tamanoir,
tamarau,
tamarinier,
tamaris,
tambouille,
tambour,n
tambour de basque (page does not exist),
tambour-major,
tambourin,n
tambouriner,
tamia,n
Tamil Nadu,
tamis,
Tamise,proper
tamisé,
tamiser,v
Tamoul,n
tamoul,n adj
tamoule,adj
Tampere,proper
tampon,n
tampon encreur (page does not exist),
tamponnage,
tamponner,v
tamponnoir,n
tanaisie,
Tananarive,proper
tancer,v
tanche,n
tandem,
tandis,conj
tandis que,conj
tandoor,
tanga,n
tangage,
Tanganyika,
tangence,
tangente,n
Tanger,proper
tangerine,
tangerinier (page does not exist),
Tangerois (page does not exist),
tangerois (page does not exist),
Tangeroise (page does not exist),
tangeroise (page does not exist),
tangible,adj
tango,n
tango argentin,n
tanguer,v
Tanguy,proper
Tania,proper
tanière,n
tanin,
tank,n
tanker,
tankiste,n
tanner,v
tanneur,
tant,adv
tant mieux,int
tant pis,phrase
tantale,n
tante,n
tantième,
tantine,n
tantôt,adv
tantouse (page does not exist),
tantouze (page does not exist),
tantrique,adj
tanwīn (page does not exist),
Tanzanie,proper
Tanzanien,n
tanzanien,adj
tanzanite,n
taoïsme,
taon,n
tapable (page does not exist),
tapage,n
tapager,v
tapageur,adj n
tapageuse,
tapantes (page does not exist),
tape,n
tape à l'oeil (page does not exist),
tape-à-l'œil,adj
tape-cul,n
tapecul,n
taper,v
taper à la machine (page does not exist),
taper sur les nerfs,v
tapette,n
tapeur (page does not exist),
tapeuse (page does not exist),
tapin,
tapiner (page does not exist),
tapineuse,n
tapioca,
tapir,v n
tapis,n
tapis-franc,n
tapis rouge,n
tapis roulant,n
tapisser,v
tapisserie,n
tapissier,n
tapissière,n
tapon,
tapoter,v
tapure (page does not exist),
tapuscrit,n
taquet,n
taquin,adj n
taquine,n
taquiner,v
taraud,n
taraudage (page does not exist),
tarauder,v
tard,adv
tarder,v
tardif,adj
tardivement,adv
tare,n
taré,adj
tarée,
Tarente,proper
tarentelle (page does not exist),
Tarentin (page does not exist),
tarentin (page does not exist),
tarentule,
tarer,
targe,n
targuer,v
tarière à trépan (page does not exist),
tarif,n
tarifaire,adj
tarification,n
tarifier,
tarin,
tarir,v
tarissement,
tarlouse,n
tarlouze (page does not exist),
Tarn,proper
tarnais,
Tarnais (page does not exist),
tarot,n
tarpé,n
tarpon,
Tarragone (page does not exist),
tarsal,
tarse,
Tarse,proper
tarsé (page does not exist),
tarsien,adj
tarsier,
tartan,
tartane,
tarte,n adj
tarte à la crème,n
tarte aux poils,
tarte aux pommes (page does not exist),
tarte flambée,n
tartelette,
Tartempion,proper
tartiflette,n
tartignole (page does not exist),
tartinade,n
tartine,n
tartre,n
Tartu,
tartufe,n
tartuferie,n
tartuffe,
tas,n
Tasmanie,proper
tasmanien,adj
Tasmanien,n
tassage (page does not exist),
tasse,n
tassé,
tasse à thé,n
tasse à vin (page does not exist),
tasse de thé,n
tasseau,n
tassée,
tassement,n
tasser,v
tassergal,n
tasserie (page does not exist),
tassetier (page does not exist),
tassette (page does not exist),
tasseur (page does not exist),
tastevin,
tata,n
Tatar,
tatar de Crimée,n
Tatarstan,
tâter,v
Tatiana,proper
tatie,n
tâtonnement,n
tâtonner,v
tatou,n
tatouage,n
tatouer,v
tatoueur,n
tau,n
taudis,n
taulard,
taule,n
taulier,n
taupe,n adj
taupe-grillon,n
taupicide,
taupier (page does not exist),
taupière (page does not exist),
taupinière,n
Taureau,proper
taureau,n
taurin,adj
taurokathapsie (page does not exist),
tauromachie,n
tauromachique,adj
tautogramme (page does not exist),
tautologie,n
taux,n
taux de change (page does not exist),
taux de mortalité,n
taux de natalité (page does not exist),
taux de remplacement (page does not exist),
taux de renouvellement (page does not exist),
taux d'intérêt,n
taux d’intérêt,
taux lombard (page does not exist),
taux métabolique de base (page does not exist),
tavaïolle,n
tavelure,
taverne,n
tavernier,n
taxable,
taxe,n v
taxe sur la valeur ajoutée,n
taxe sur les produits et services,n
taxer,v
taxi,n
taxi-,prefix
taxidermie,n
taxidermiste,n
taxinomie,n
taxinomique,
taxiphone,
Tbilissi,proper
TCD,init
Tchad,proper
tchadien,adj
Tchadien,n
tchador,n
Tchaïkovski (page does not exist),
tchao,int
tchat,
tchatche,n
tchater,
tchatter,v
Tcheboksary (page does not exist),
tchécoslovaque,adj
Tchécoslovaque,
Tchécoslovaquie,proper
Tcheliabinsk (page does not exist),
Tchèque,n
tchèque,n adj
Tchèques,
Tchéquie,proper
Tcherkessk,
Tchernobyl,proper
tchernoziom (page does not exist),
tchétchène,adj n
Tchétchène,n
Tchétchénie,proper
tchin tchin,
tchin-tchin,int
Tchita,
Tchongking (page does not exist),
Tchoukotka (page does not exist),
tchouktche,n
Tchouvachie (page does not exist),
TD,init
-té,suffix
de la tête aux pieds (page does not exist),
de temps à autre,adv
de temps en temps,adv
des têtes vont tomber (page does not exist),
la tempérance (page does not exist),
la terre zéro (page does not exist),
la tête la première (page does not exist),
le temps, c'est de l'argent,proverb
le temps vaut argent (page does not exist),
te,pronoun
tébioctet,n
technétium,n
technicien,n
technicienne de surface (page does not exist),
technique,n adj
techniquement,adv
techno,n
technocrate,n
technocratie,n
technocratique,adj
technologie,n
technologie de l'information (page does not exist),
technologique,adj
technologiquement,adv
technologue,n
technophobie (page does not exist),
teck,n
teckel,n
tectiforme,adj
tectonique,adj
tectrice,n
tee-shirt,n
Téfécé (page does not exist),
tégu,n
tégument,
Téhéran,proper
teigne,n
teindre,v
teint,
teint en laine (page does not exist),
teinte,n
teinté,
teinter,v
teinture,n
teinturerie,n
teinturier,n
tel,adj pronoun
Tel Aviv,
Tel-Aviv-Jaffa (page does not exist),
tel père, tel fils,proverb
tel-quel,adv
tel quel (page does not exist),
télamon (page does not exist),
télé,n
télé-,prefix
téléchargement,n
télécharger,v
téléchargeur,n
téléchargeuse (page does not exist),
télécinéma (page does not exist),
télécommande,n v
télécommander,v
télécommunication,n
télécommunications,n
téléconférence,n
télécopie,n
télécopier (page does not exist),
télécopieur,n
télédécharger (page does not exist),
téléfilm,n
télégrammatique,adj
télégramme,n
télégraphe,n
télégraphie,n
télégraphier,v
télégraphique,
téléguidé,
téléguider,v
téléjournal,
télékinésie,n
télémark,n
télématique,
télémesure (page does not exist),
télencéphale,n
